Time;Event;Name;MyEnergie;MyGunHeat;MyGunHeading;MyHeading;MyRadarHeading;MyVelocity;EnemyName;Energy;Distance;Bearing;Heading;Velocity
182;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;43.01;123.60;43.01;-8.00;sample.Crazy;95.00;209.96;-76.27;125.46;8.00
183;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;47.33;127.60;47.33;-8.00;sample.Crazy;95.00;212.99;-76.02;129.46;8.00
184;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;51.59;131.60;51.59;-8.00;sample.Crazy;95.00;216.09;-75.82;133.46;8.00
185;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;55.78;135.60;55.78;-8.00;sample.Crazy;95.00;219.23;-75.69;137.46;8.00
186;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;59.91;139.60;59.91;-8.00;sample.Crazy;95.00;222.39;-75.62;141.46;8.00
187;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;63.98;143.60;63.98;-8.00;sample.Crazy;95.00;225.57;-75.61;145.46;8.00
188;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;67.99;147.60;67.99;-8.00;sample.Crazy;95.00;228.75;-75.66;149.46;8.00
189;ScannedRobot;MyRobot.Nabucodonosor*;82.69;1.22;71.95;151.60;71.95;-8.00;sample.Crazy;95.00;231.90;-75.75;153.46;8.00
190;ScannedRobot;MyRobot.Nabucodonosor*;82.69;1.12;75.85;155.60;75.85;-8.00;sample.Crazy;95.00;235.02;-75.90;157.46;8.00
191;ScannedRobot;MyRobot.Nabucodonosor*;82.69;1.02;79.70;159.60;79.70;-8.00;sample.Crazy;95.00;238.09;-76.10;161.46;8.00
192;ScannedRobot;MyRobot.Nabucodonosor*;82.69;0.92;83.50;163.60;83.50;-8.00;sample.Crazy;95.00;241.11;-76.34;165.46;8.00
193;ScannedRobot;MyRobot.Nabucodonosor*;82.69;0.82;87.26;167.60;87.26;-8.00;sample.Crazy;95.00;244.05;-76.62;169.46;8.00
194;ScannedRobot;MyRobot.Nabucodonosor*;82.69;0.72;90.98;171.60;90.98;-8.00;sample.Crazy;95.00;246.91;-76.95;173.46;8.00
195;ScannedRobot;MyRobot.Nabucodonosor*;82.69;0.62;94.65;175.60;94.65;-8.00;sample.Crazy;95.00;249.67;-77.31;177.46;8.00
196;ScannedRobot;MyRobot.Nabucodonosor*;82.69;0.52;98.29;179.60;98.29;-8.00;sample.Crazy;95.00;252.32;-77.71;181.46;8.00
197;ScannedRobot;MyRobot.Nabucodonosor*;82.69;0.42;101.89;183.60;101.89;-8.00;sample.Crazy;95.00;254.87;-78.14;185.46;8.00
198;ScannedRobot;MyRobot.Nabucodonosor*;82.69;0.32;105.46;187.60;105.46;-8.00;sample.Crazy;95.00;257.29;-78.60;189.46;8.00
199;ScannedRobot;MyRobot.Nabucodonosor*;82.69;0.22;109.00;191.60;109.00;-8.00;sample.Crazy;95.00;259.58;-79.09;193.46;8.00
200;ScannedRobot;MyRobot.Nabucodonosor*;82.69;0.12;112.51;195.60;112.51;-8.00;sample.Crazy;95.00;261.73;-79.61;197.46;8.00
201;ScannedRobot;MyRobot.Nabucodonosor*;82.69;0.02;115.99;199.60;115.99;-8.00;sample.Crazy;95.00;263.73;-80.15;201.46;8.00
202;ScannedRobot;MyRobot.Nabucodonosor*;82.69;0.00;119.46;203.60;119.46;-8.00;sample.Crazy;95.00;265.58;-80.70;205.46;8.00
203;ScannedRobot;MyRobot.Nabucodonosor*;80.98;1.24;122.90;207.60;122.90;-8.00;sample.Crazy;95.00;267.28;-81.28;209.46;8.00
204;ScannedRobot;MyRobot.Nabucodonosor*;80.98;1.14;126.32;211.60;126.32;-8.00;sample.Crazy;95.00;268.81;-81.88;213.46;8.00
205;ScannedRobot;MyRobot.Nabucodonosor*;80.98;1.04;129.72;215.60;129.72;-8.00;sample.Crazy;95.00;270.17;-82.49;217.46;8.00
206;ScannedRobot;MyRobot.Nabucodonosor*;80.98;0.94;133.11;219.60;133.11;-8.00;sample.Crazy;95.00;271.36;-83.11;221.46;8.00
207;ScannedRobot;MyRobot.Nabucodonosor*;80.98;0.84;136.49;223.60;136.49;-8.00;sample.Crazy;95.00;272.38;-83.75;225.46;8.00
208;ScannedRobot;MyRobot.Nabucodonosor*;80.98;0.74;139.85;227.60;139.85;-8.00;sample.Crazy;95.00;273.21;-84.39;229.46;8.00
209;ScannedRobot;MyRobot.Nabucodonosor*;80.98;0.64;143.21;231.60;143.21;-8.00;sample.Crazy;95.00;273.87;-85.04;233.46;8.00
210;ScannedRobot;MyRobot.Nabucodonosor*;80.98;0.54;146.56;235.60;146.56;-8.00;sample.Crazy;95.00;274.34;-85.70;237.46;8.00
211;ScannedRobot;MyRobot.Nabucodonosor*;80.98;0.44;149.90;239.60;149.90;-8.00;sample.Crazy;95.00;274.63;-86.36;241.46;8.00
212;ScannedRobot;MyRobot.Nabucodonosor*;80.98;0.34;153.24;243.60;153.24;-8.00;sample.Crazy;95.00;274.74;-87.02;245.46;8.00
213;ScannedRobot;MyRobot.Nabucodonosor*;80.98;0.24;156.58;247.60;156.58;-8.00;sample.Crazy;95.00;274.66;-87.69;249.46;8.00
214;ScannedRobot;MyRobot.Nabucodonosor*;80.98;0.14;159.92;251.60;159.92;-8.00;sample.Crazy;95.00;274.39;-88.35;253.46;8.00
215;ScannedRobot;MyRobot.Nabucodonosor*;80.98;0.04;163.25;255.60;163.25;-8.00;sample.Crazy;95.00;273.95;-89.00;257.46;8.00
216;ScannedRobot;MyRobot.Nabucodonosor*;80.98;0.00;166.60;259.60;166.60;-8.00;sample.Crazy;95.00;273.31;-89.66;261.46;8.00
217;ScannedRobot;MyRobot.Nabucodonosor*;79.24;1.25;169.94;263.60;169.94;-8.00;sample.Crazy;95.00;272.50;-90.30;265.46;8.00
218;ScannedRobot;MyRobot.Nabucodonosor*;79.24;1.15;173.30;267.60;173.30;-8.00;sample.Crazy;95.00;271.51;-90.94;269.46;8.00
219;ScannedRobot;MyRobot.Nabucodonosor*;79.24;1.05;176.66;271.60;176.66;-8.00;sample.Crazy;95.00;270.34;-91.56;273.46;8.00
220;ScannedRobot;MyRobot.Nabucodonosor*;79.24;0.95;180.04;275.60;180.04;-8.00;sample.Crazy;95.00;269.00;-92.18;277.46;8.00
221;ScannedRobot;MyRobot.Nabucodonosor*;79.24;0.85;183.43;279.60;183.43;-8.00;sample.Crazy;95.00;267.49;-92.77;281.46;8.00
222;ScannedRobot;MyRobot.Nabucodonosor*;79.24;0.75;186.83;283.60;186.83;-8.00;sample.Crazy;95.00;265.82;-93.35;285.46;8.00
223;ScannedRobot;MyRobot.Nabucodonosor*;79.24;0.65;190.25;287.60;190.25;-8.00;sample.Crazy;95.00;263.99;-93.92;289.46;8.00
224;ScannedRobot;MyRobot.Nabucodonosor*;79.24;0.55;193.68;291.60;193.68;-8.00;sample.Crazy;95.00;262.01;-94.46;293.46;8.00
225;ScannedRobot;MyRobot.Nabucodonosor*;79.24;0.45;197.14;295.60;197.14;-8.00;sample.Crazy;95.00;259.88;-94.98;297.46;8.00
226;ScannedRobot;MyRobot.Nabucodonosor*;79.24;0.35;200.63;299.60;200.63;-8.00;sample.Crazy;95.00;257.61;-95.47;301.46;8.00
227;ScannedRobot;MyRobot.Nabucodonosor*;79.24;0.25;204.13;303.60;204.13;-8.00;sample.Crazy;95.00;255.48;-95.93;303.46;8.00
228;ScannedRobot;MyRobot.Nabucodonosor*;79.24;0.15;207.67;307.60;207.67;-8.00;sample.Crazy;95.00;254.35;-96.35;299.46;8.00
229;ScannedRobot;MyRobot.Nabucodonosor*;79.24;0.05;211.25;311.25;211.25;-8.00;sample.Crazy;95.00;254.26;-96.43;295.46;8.00
230;ScannedRobot;MyRobot.Nabucodonosor*;79.24;0.00;214.82;314.82;214.82;-8.00;sample.Crazy;95.00;255.20;-96.48;291.46;8.00
231;ScannedRobot;MyRobot.Nabucodonosor*;77.52;1.24;218.34;318.34;218.34;-8.00;sample.Crazy;95.00;257.12;-96.58;287.46;8.00
232;ScannedRobot;MyRobot.Nabucodonosor*;77.52;1.14;221.77;321.77;221.77;-8.00;sample.Crazy;95.00;259.96;-96.71;283.46;8.00
233;ScannedRobot;MyRobot.Nabucodonosor*;77.52;1.04;225.06;325.06;225.06;-8.00;sample.Crazy;95.00;263.62;-96.87;279.46;8.00
234;ScannedRobot;MyRobot.Nabucodonosor*;77.52;0.94;228.19;328.19;228.19;-8.00;sample.Crazy;95.00;268.01;-97.06;275.46;8.00
235;ScannedRobot;MyRobot.Nabucodonosor*;77.52;0.84;231.13;331.13;231.13;-8.00;sample.Crazy;95.00;273.03;-97.26;271.46;8.00
236;ScannedRobot;MyRobot.Nabucodonosor*;77.52;0.74;233.87;333.87;233.87;-8.00;sample.Crazy;95.00;278.57;-97.47;267.46;8.00
237;ScannedRobot;MyRobot.Nabucodonosor*;77.52;0.64;236.40;336.40;236.40;-8.00;sample.Crazy;95.00;284.54;-97.68;263.46;8.00
238;ScannedRobot;MyRobot.Nabucodonosor*;77.52;0.54;238.72;338.72;238.72;-8.00;sample.Crazy;95.00;290.83;-97.89;259.46;8.00
239;ScannedRobot;MyRobot.Nabucodonosor*;77.52;0.44;240.83;340.83;240.83;-8.00;sample.Crazy;95.00;297.35;-98.09;255.46;8.00
240;ScannedRobot;MyRobot.Nabucodonosor*;77.52;0.34;242.74;342.74;242.74;-8.00;sample.Crazy;95.00;304.00;-98.29;251.46;8.00
241;ScannedRobot;MyRobot.Nabucodonosor*;77.52;0.24;244.45;344.45;244.45;-8.00;sample.Crazy;95.00;310.71;-98.47;247.46;8.00
242;ScannedRobot;MyRobot.Nabucodonosor*;77.52;0.14;245.98;345.98;245.98;-8.00;sample.Crazy;95.00;317.41;-98.64;243.46;8.00
243;ScannedRobot;MyRobot.Nabucodonosor*;77.52;0.04;247.34;347.34;247.34;-8.00;sample.Crazy;95.00;324.01;-98.80;239.46;8.00
244;ScannedRobot;MyRobot.Nabucodonosor*;77.52;0.00;248.54;348.54;248.54;-8.00;sample.Crazy;95.00;330.47;-98.95;235.46;8.00
245;ScannedRobot;MyRobot.Nabucodonosor*;74.87;1.43;249.59;349.59;249.59;-8.00;sample.Crazy;95.00;336.73;-99.08;231.46;8.00
246;ScannedRobot;MyRobot.Nabucodonosor*;74.87;1.33;250.51;350.51;250.51;-8.00;sample.Crazy;95.00;342.73;-99.21;227.46;8.00
247;ScannedRobot;MyRobot.Nabucodonosor*;74.87;1.23;251.30;351.30;251.30;-8.00;sample.Crazy;95.00;348.44;-99.32;223.46;8.00
248;ScannedRobot;MyRobot.Nabucodonosor*;74.87;1.13;251.98;351.98;251.98;-8.00;sample.Crazy;95.00;353.82;-99.42;219.46;8.00
249;ScannedRobot;MyRobot.Nabucodonosor*;74.87;1.03;252.56;352.56;252.56;-8.00;sample.Crazy;95.00;358.82;-99.51;215.46;8.00
250;ScannedRobot;MyRobot.Nabucodonosor*;74.87;0.93;253.05;353.05;253.05;-8.00;sample.Crazy;95.00;363.42;-99.60;211.46;8.00
251;ScannedRobot;MyRobot.Nabucodonosor*;74.87;0.83;253.46;353.46;253.46;-8.00;sample.Crazy;95.00;367.60;-99.67;207.46;8.00
252;ScannedRobot;MyRobot.Nabucodonosor*;74.87;0.73;253.79;353.79;253.79;-8.00;sample.Crazy;95.00;371.32;-99.73;203.46;8.00
253;ScannedRobot;MyRobot.Nabucodonosor*;74.87;0.63;254.05;354.05;254.05;-8.00;sample.Crazy;95.00;374.57;-99.79;199.46;8.00
254;ScannedRobot;MyRobot.Nabucodonosor*;74.87;0.53;254.26;354.26;254.26;-8.00;sample.Crazy;95.00;377.33;-99.84;195.46;8.00
255;ScannedRobot;MyRobot.Nabucodonosor*;74.87;0.43;254.42;354.42;254.42;-8.00;sample.Crazy;95.00;379.58;-99.89;191.46;8.00
256;ScannedRobot;MyRobot.Nabucodonosor*;74.87;0.33;254.53;354.53;254.53;-8.00;sample.Crazy;95.00;381.30;-99.92;187.46;8.00
257;ScannedRobot;MyRobot.Nabucodonosor*;74.87;0.23;254.61;354.61;254.61;-8.00;sample.Crazy;95.00;382.50;-99.95;183.46;8.00
258;ScannedRobot;MyRobot.Nabucodonosor*;74.87;0.13;254.65;354.65;254.65;-8.00;sample.Crazy;95.00;383.16;-99.98;179.46;8.00
259;ScannedRobot;MyRobot.Nabucodonosor*;74.87;0.03;254.68;354.68;254.68;-8.00;sample.Crazy;95.00;383.27;-100.00;175.46;8.00
260;ScannedRobot;MyRobot.Nabucodonosor*;74.87;0.00;254.68;354.68;254.68;-8.00;sample.Crazy;95.00;382.82;-100.01;171.46;8.00
261;ScannedRobot;MyRobot.Nabucodonosor*;71.91;1.49;254.67;354.67;254.67;-8.00;sample.Crazy;95.00;381.82;-100.02;167.46;8.00
262;ScannedRobot;MyRobot.Nabucodonosor*;71.91;1.39;254.65;354.65;254.65;-8.00;sample.Crazy;95.00;380.27;-100.02;163.46;8.00
263;ScannedRobot;MyRobot.Nabucodonosor*;71.91;1.29;254.63;354.63;254.63;-8.00;sample.Crazy;95.00;378.16;-100.01;159.46;8.00
264;ScannedRobot;MyRobot.Nabucodonosor*;71.91;1.19;254.62;354.62;254.62;-8.00;sample.Crazy;95.00;375.49;-100.00;155.46;8.00
265;ScannedRobot;MyRobot.Nabucodonosor*;71.91;1.09;254.62;354.62;254.62;-8.00;sample.Crazy;95.00;372.28;-99.99;151.46;8.00
266;ScannedRobot;MyRobot.Nabucodonosor*;71.91;0.99;254.63;354.63;254.63;-8.00;sample.Crazy;95.00;368.53;-99.96;147.46;8.00
267;ScannedRobot;MyRobot.Nabucodonosor*;71.91;0.89;254.67;354.67;254.67;-8.00;sample.Crazy;95.00;364.25;-99.93;143.46;8.00
268;ScannedRobot;MyRobot.Nabucodonosor*;71.91;0.79;254.73;354.73;254.73;-8.00;sample.Crazy;95.00;359.45;-99.90;139.46;8.00
269;ScannedRobot;MyRobot.Nabucodonosor*;71.91;0.69;254.84;354.84;254.84;-8.00;sample.Crazy;95.00;354.14;-99.85;135.46;8.00
270;ScannedRobot;MyRobot.Nabucodonosor*;71.91;0.59;254.98;354.98;254.98;-8.00;sample.Crazy;92.00;349.51;-99.51;131.46;0.00
271;ScannedRobot;MyRobot.Nabucodonosor*;71.91;0.49;255.47;355.47;255.47;-8.00;sample.Crazy;92.00;348.89;-98.58;123.46;-1.00
272;ScannedRobot;MyRobot.Nabucodonosor*;71.91;0.39;256.89;356.89;256.89;-8.00;sample.Crazy;92.00;348.76;-98.43;132.71;-2.00
273;ScannedRobot;MyRobot.Nabucodonosor*;71.91;0.29;258.45;358.45;258.45;-8.00;sample.Crazy;92.00;348.90;-98.27;141.21;-3.00
274;ScannedRobot;MyRobot.Nabucodonosor*;71.91;0.19;260.18;0.18;260.18;-8.00;sample.Crazy;92.00;349.15;-98.09;148.96;-4.00
275;ScannedRobot;MyRobot.Nabucodonosor*;71.91;0.09;262.09;2.09;262.09;-8.00;sample.Crazy;92.00;349.38;-97.92;155.96;-5.00
276;ScannedRobot;MyRobot.Nabucodonosor*;71.91;0.00;264.17;4.17;264.17;-8.00;sample.Crazy;92.00;349.51;-97.75;162.21;-6.00
277;ScannedRobot;MyRobot.Nabucodonosor*;69.93;1.29;266.42;6.42;266.42;-8.00;sample.Crazy;92.00;349.49;-97.57;167.71;-7.00
278;ScannedRobot;MyRobot.Nabucodonosor*;69.93;1.19;268.85;8.85;268.85;-6.00;sample.Crazy;92.00;349.61;-97.73;172.46;-8.00
279;ScannedRobot;MyRobot.Nabucodonosor*;69.93;1.09;271.12;3.35;271.12;-4.00;sample.Crazy;92.00;350.31;-90.27;176.46;-8.00
280;ScannedRobot;MyRobot.Nabucodonosor*;69.93;0.99;273.08;356.35;273.08;-2.00;sample.Crazy;92.00;351.05;-81.64;180.46;-8.00
281;ScannedRobot;MyRobot.Nabucodonosor*;69.93;0.89;274.71;354.71;274.71;0.00;sample.Crazy;92.00;351.18;-78.69;184.46;-8.00
282;ScannedRobot;MyRobot.Nabucodonosor*;69.93;0.79;276.02;356.02;276.02;1.00;sample.Crazy;92.00;350.73;-78.86;188.46;-8.00
283;ScannedRobot;MyRobot.Nabucodonosor*;69.93;0.69;277.16;357.16;277.16;2.00;sample.Crazy;92.00;349.70;-79.02;192.46;-8.00
284;ScannedRobot;MyRobot.Nabucodonosor*;69.93;0.59;278.14;358.14;278.14;3.00;sample.Crazy;92.00;348.06;-79.18;196.46;-8.00
285;ScannedRobot;MyRobot.Nabucodonosor*;69.93;0.49;278.96;358.96;278.96;4.00;sample.Crazy;92.00;345.79;-79.35;200.46;-8.00
286;ScannedRobot;MyRobot.Nabucodonosor*;69.93;0.39;279.61;359.61;279.61;5.00;sample.Crazy;92.00;342.88;-79.53;204.46;-8.00
287;ScannedRobot;MyRobot.Nabucodonosor*;69.93;0.29;280.08;0.08;280.08;6.00;sample.Crazy;92.00;339.32;-79.72;208.46;-8.00
288;ScannedRobot;MyRobot.Nabucodonosor*;69.93;0.19;280.36;0.36;280.36;7.00;sample.Crazy;92.00;335.09;-79.91;212.46;-8.00
289;ScannedRobot;MyRobot.Nabucodonosor*;69.93;0.09;280.45;0.45;280.45;8.00;sample.Crazy;92.00;330.19;-80.12;216.46;-8.00
290;ScannedRobot;MyRobot.Nabucodonosor*;69.93;0.00;280.33;0.33;280.33;8.00;sample.Crazy;92.00;324.79;-80.17;220.46;-8.00
291;ScannedRobot;MyRobot.Nabucodonosor*;66.93;1.50;280.16;0.16;280.16;8.00;sample.Crazy;92.00;318.89;-80.23;224.46;-8.00
292;ScannedRobot;MyRobot.Nabucodonosor*;66.93;1.40;279.93;359.93;279.93;8.00;sample.Crazy;92.00;312.53;-80.30;228.46;-8.00
293;ScannedRobot;MyRobot.Nabucodonosor*;66.93;1.30;279.63;359.63;279.63;8.00;sample.Crazy;92.00;305.70;-80.38;232.46;-8.00
294;ScannedRobot;MyRobot.Nabucodonosor*;66.93;1.20;279.26;359.26;279.26;8.00;sample.Crazy;92.00;298.45;-80.47;236.46;-8.00
295;ScannedRobot;MyRobot.Nabucodonosor*;66.93;1.10;278.79;358.79;278.79;8.00;sample.Crazy;92.00;290.80;-80.57;240.46;-8.00
296;ScannedRobot;MyRobot.Nabucodonosor*;66.93;1.00;278.21;358.21;278.21;8.00;sample.Crazy;92.00;282.78;-80.70;244.46;-8.00
297;ScannedRobot;MyRobot.Nabucodonosor*;66.93;0.90;277.52;357.52;277.52;8.00;sample.Crazy;92.00;274.43;-80.83;248.46;-8.00
298;ScannedRobot;MyRobot.Nabucodonosor*;66.93;0.80;276.68;356.68;276.68;8.00;sample.Crazy;92.00;265.79;-80.99;252.46;-8.00
299;ScannedRobot;MyRobot.Nabucodonosor*;66.93;0.70;275.69;355.69;275.69;8.00;sample.Crazy;92.00;256.90;-81.17;256.46;-8.00
300;ScannedRobot;MyRobot.Nabucodonosor*;66.93;0.60;274.52;354.52;274.52;8.00;sample.Crazy;92.00;247.82;-81.37;260.46;-8.00
301;ScannedRobot;MyRobot.Nabucodonosor*;66.93;0.50;273.15;353.15;273.15;8.00;sample.Crazy;92.00;238.61;-81.60;264.46;-8.00
302;ScannedRobot;MyRobot.Nabucodonosor*;66.93;0.40;271.55;351.55;271.55;8.00;sample.Crazy;92.00;229.36;-81.86;268.46;-8.00
303;ScannedRobot;MyRobot.Nabucodonosor*;66.93;0.30;269.69;349.69;269.69;8.00;sample.Crazy;92.00;220.13;-82.15;272.46;-8.00
304;ScannedRobot;MyRobot.Nabucodonosor*;66.93;0.20;267.54;347.54;267.54;8.00;sample.Crazy;92.00;211.04;-82.48;276.46;-8.00
305;ScannedRobot;MyRobot.Nabucodonosor*;66.93;0.10;265.06;345.06;265.06;8.00;sample.Crazy;92.00;202.18;-82.84;280.46;-8.00
306;ScannedRobot;MyRobot.Nabucodonosor*;66.93;0.00;262.22;342.22;262.22;8.00;sample.Crazy;92.00;193.70;-83.23;284.46;-8.00
307;ScannedRobot;MyRobot.Nabucodonosor*;64.82;1.32;258.99;338.99;258.99;8.00;sample.Crazy;92.00;185.72;-83.65;288.46;-8.00
308;ScannedRobot;MyRobot.Nabucodonosor*;64.82;1.22;255.35;335.35;255.35;8.00;sample.Crazy;92.00;178.40;-84.08;292.46;-8.00
309;ScannedRobot;MyRobot.Nabucodonosor*;64.82;1.12;251.26;331.35;251.26;8.00;sample.Crazy;92.00;171.92;-84.61;296.46;-8.00
310;ScannedRobot;MyRobot.Nabucodonosor*;64.82;1.02;246.74;327.35;246.74;8.00;sample.Crazy;92.00;166.50;-85.55;300.46;-8.00
311;ScannedRobot;MyRobot.Nabucodonosor*;64.82;0.92;241.80;323.35;241.80;8.00;sample.Crazy;92.00;162.22;-86.84;303.46;-8.00
312;ScannedRobot;MyRobot.Nabucodonosor*;64.82;0.82;236.51;319.35;236.51;8.00;sample.Crazy;92.00;159.85;-87.72;307.46;-6.00
313;ScannedRobot;MyRobot.Nabucodonosor*;64.82;0.72;231.63;315.35;231.63;8.00;sample.Crazy;92.00;158.82;-88.02;312.96;-4.00
314;ScannedRobot;MyRobot.Nabucodonosor*;64.82;0.62;227.33;311.35;227.33;8.00;sample.Crazy;92.00;158.39;-87.62;319.96;-2.00
315;ScannedRobot;MyRobot.Nabucodonosor*;64.82;0.52;223.72;307.35;223.72;8.00;sample.Crazy;92.00;157.70;-86.51;328.46;0.00
316;ScannedRobot;MyRobot.Nabucodonosor*;64.82;0.42;220.83;303.35;220.83;8.00;sample.Crazy;92.00;156.35;-85.10;338.46;1.00
317;ScannedRobot;MyRobot.Nabucodonosor*;64.82;0.32;218.25;299.35;218.25;8.00;sample.Crazy;92.00;153.97;-83.46;347.71;2.00
318;ScannedRobot;MyRobot.Nabucodonosor*;64.82;0.22;215.88;295.88;215.88;8.00;sample.Crazy;92.00;150.39;-82.27;356.21;3.00
319;ScannedRobot;MyRobot.Nabucodonosor*;64.82;0.12;213.61;293.61;213.61;8.00;sample.Crazy;92.00;145.65;-82.32;3.96;4.00
320;ScannedRobot;MyRobot.Nabucodonosor*;64.82;0.02;211.29;291.29;211.29;8.00;sample.Crazy;92.00;139.71;-82.52;10.96;5.00
321;ScannedRobot;MyRobot.Nabucodonosor*;64.82;0.00;208.77;288.77;208.77;8.00;sample.Crazy;92.00;132.61;-82.89;17.21;6.00
322;ScannedRobot;MyRobot.Nabucodonosor*;62.29;1.41;205.88;285.88;205.88;8.00;sample.Crazy;91.00;124.45;-83.45;22.71;7.00
323;ScannedRobot;MyRobot.Nabucodonosor*;62.29;1.31;202.43;282.43;202.43;8.00;sample.Crazy;91.00;115.41;-84.26;27.46;8.00
324;ScannedRobot;MyRobot.Nabucodonosor*;62.29;1.21;198.17;278.43;198.17;8.00;sample.Crazy;91.00;106.72;-85.49;31.46;8.00
325;ScannedRobot;MyRobot.Nabucodonosor*;62.29;1.11;192.94;274.43;192.94;8.00;sample.Crazy;91.00;98.63;-87.73;33.46;8.00
326;ScannedRobot;MyRobot.Nabucodonosor*;62.29;1.01;186.70;270.43;186.70;8.00;sample.Crazy;91.00;91.05;-90.70;29.46;8.00
327;ScannedRobot;MyRobot.Nabucodonosor*;62.29;0.91;179.73;266.43;179.73;8.00;sample.Crazy;91.00;84.17;-94.52;25.46;8.00
328;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.81;171.91;262.43;171.91;8.00;sample.Crazy;77.84;78.20;-99.31;21.46;8.00
329;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.71;163.12;258.43;163.12;8.00;sample.Crazy;77.84;73.40;-105.10;17.46;8.00
330;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.61;153.33;254.43;153.33;8.00;sample.Crazy;77.84;70.04;-111.80;13.46;8.00
331;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.51;142.63;250.43;142.63;8.00;sample.Crazy;77.84;68.35;-119.15;9.46;8.00
332;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.41;131.28;246.43;131.28;8.00;sample.Crazy;77.84;68.46;-126.72;5.46;8.00
333;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.31;119.71;242.43;119.71;8.00;sample.Crazy;77.84;70.36;-134.01;1.46;8.00
334;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.21;108.42;238.43;108.42;8.00;sample.Crazy;77.84;73.91;-140.61;357.46;8.00
335;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.11;97.82;234.43;97.82;8.00;sample.Crazy;77.84;78.86;-146.28;353.46;8.00
336;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.01;88.15;230.43;88.15;8.00;sample.Crazy;77.84;84.95;-150.95;349.46;8.00
337;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.00;79.48;226.43;79.48;8.00;sample.Crazy;77.84;91.92;-154.67;345.46;8.00
338;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.00;71.76;222.43;71.76;8.00;sample.Crazy;77.84;99.57;-157.54;341.46;8.00
339;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.00;64.89;218.43;64.89;8.00;sample.Crazy;77.84;107.72;-159.70;337.46;8.00
340;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.00;58.73;214.43;58.73;8.00;sample.Crazy;77.84;116.21;-161.26;333.46;8.00
341;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.00;53.17;210.43;53.17;8.00;sample.Crazy;77.84;124.96;-162.33;329.46;8.00
342;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.00;48.10;206.43;48.10;8.00;sample.Crazy;77.84;133.86;-163.00;325.46;8.00
343;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.00;43.43;202.43;43.43;8.00;sample.Crazy;77.84;142.86;-163.33;321.46;8.00
344;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.00;39.10;198.43;39.10;8.00;sample.Crazy;77.84;151.89;-163.38;317.46;8.00
345;ScannedRobot;MyRobot.Nabucodonosor*;69.87;0.00;35.05;194.43;35.05;8.00;sample.Crazy;77.84;160.90;-163.21;313.46;8.00
346;ScannedRobot;MyRobot.Nabucodonosor*;67.93;1.29;31.22;190.43;31.22;8.00;sample.Crazy;77.84;169.87;-162.84;309.46;8.00
347;ScannedRobot;MyRobot.Nabucodonosor*;67.93;1.19;27.59;186.43;27.59;8.00;sample.Crazy;77.84;178.75;-162.31;305.46;8.00
348;ScannedRobot;MyRobot.Nabucodonosor*;67.93;1.09;24.12;182.43;24.12;8.00;sample.Crazy;77.84;187.52;-161.64;301.46;8.00
349;ScannedRobot;MyRobot.Nabucodonosor*;67.93;0.99;20.80;178.43;20.80;8.00;sample.Crazy;77.84;196.16;-160.85;297.46;8.00
350;ScannedRobot;MyRobot.Nabucodonosor*;67.93;0.89;17.58;174.43;17.58;8.00;sample.Crazy;77.84;204.64;-159.96;293.46;8.00
351;ScannedRobot;MyRobot.Nabucodonosor*;67.93;0.79;14.47;170.43;14.47;8.00;sample.Crazy;77.84;212.94;-158.98;289.46;8.00
352;ScannedRobot;MyRobot.Nabucodonosor*;67.93;0.69;11.45;166.43;11.45;8.00;sample.Crazy;77.84;221.04;-157.93;285.46;8.00
353;ScannedRobot;MyRobot.Nabucodonosor*;67.93;0.59;8.50;162.43;8.50;8.00;sample.Crazy;77.84;228.93;-156.81;281.46;8.00
354;ScannedRobot;MyRobot.Nabucodonosor*;67.93;0.49;5.62;158.43;5.62;8.00;sample.Crazy;77.84;236.59;-155.63;277.46;8.00
355;ScannedRobot;MyRobot.Nabucodonosor*;67.93;0.39;2.80;154.43;2.80;8.00;sample.Crazy;77.84;244.00;-154.40;273.46;8.00
